"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"WNSCF-6S","SCF-6S","6.75"" Square Mesh Skimmer 12/Cs","","","Institutional Supplies : Foodservice","","2.32","","","","","","","","","","true"
"WNSCF-9","SCF-9","9"" Round Spiral Skimmer 6/Cs","","","Institutional Supplies : Foodservice","","3.89","","","","","","","","","","true"
"WNSCP-15","SCP-15","1.5oz Stainless Steel Sauce Cup 12/Pk","","","Institutional Supplies : Foodservice","","2.67","","","","","","","","","","true"
"WNSCP-25","SCP-25","2.5oz Stainless Steel Sauce Cup 12/Pk","","","Institutional Supplies : Foodservice","","2.95","","","","","","","","","","true"
"WNSCP-40","SCP-40","4oz Stainless Steel Sauce Cup 12/Pk","","","Institutional Supplies : Foodservice","","3.77","","","","","","","","","","true"
"WNSES-3","SES-3","Stainless Steel Egg Separator 12/Cs","","","Institutional Supplies : Foodservice","","1.62","","","","","","","","","","true"
"WNSF25-F2","SF25-F2","Stainless Steel 2.5"" Deep Full Size Chafing Pan 6/Cs","","","Institutional Supplies : Foodservice","","6.17","","","","","","","","","","true"
"WNSF25-F4","SF25-F4","Stainless Steel 4"" Deep Full Size Chafing Pan  6/Cs","","","Institutional Supplies : Foodservice","","8.62","","","","","","","","","","true"
"WNSF25-H4","SF25-H4","Stainless Steel 4"" Deep Half Size Chafing Pan     6/Cs","","","Institutional Supplies : Foodservice","","4.9","","","","","","","","","","true"
"WNSF25-H6","SF25-H6","Stainless Steel 6"" Deep Half Size Chafing Pan     6/Cs","","","Institutional Supplies : Foodservice","","7.22","","","","","","","","","","true"
"WNSF25-N2","SF25-N2","Stainless Steel 2.5"" Deep Ninth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.63","","","","","","","","","","true"
"WNSF25-N4","SF25-N4","Stainless Steel 4"" Deep Ninth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.1","","","","","","","","","","true"
"WNSF25-Q2","SF25-Q2","Stainless Steel 2.5"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.36","","","","","","","","","","true"
"WNSF25-Q4","SF25-Q4","Stainless Steel 4"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.28","","","","","","","","","","true"
"WNSF25-Q6","SF25-Q6","Stainless Steel 6"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","5.42","","","","","","","","","","true"
"WNSF25-S2","SF25-S2","Stainless Steel 2.5"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.96","","","","","","","","","","true"
"WNSF25-S4","SF25-S4","Stainless Steel 4"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.9","","","","","","","","","","true"
"WNSF25-S6","SF25-S6","Stainless Steel 6"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.16","","","","","","","","","","true"
"WNSF25-T2","SF25-T2","Stainless Steel 2.5"" Deep Third Size Chafing Pan   12/Cs","","","Institutional Supplies : Foodservice","","3.31","","","","","","","","","","true"
"WNSF25-T4","SF25-T4","Stainless Steel 4"" Deep Third Size Chafing Pan   12/Cs","","","Institutional Supplies : Foodservice","","4.02","","","","","","","","","","true"
"WNSF-5","SF-5","5"" Stainless Steel Funnel 12/Cs","","","Institutional Supplies : Foodservice","","3.43","","","","","","","","","","true"
"WNSFC-35","SFC-35","Smooth Stainless Steel Fry Fry Cup ( 3.75 X 3.5 )  12/Pk","","","Institutional Supplies : Foodservice","","3.49","","","","","","","","","","true"
"WNSFC-35H","SFC-35H","Hammered Stainless Steel Fry Cup ( 3.75 X 3.5 )  12/Pk","","","Institutional Supplies : Foodservice","","4.16","","","","","","","","","","true"
"WNSIK-3","SIK-3","Stainless Steel 3"" Dia. Sink Strainer With Stopper   24/Cs","","","Institutional Supplies : Foodservice","","0.92","","","","","","","","","","true"
"WNSP-612","SP-612","6"" Black Wooden Salt & Pepper Grinder Set 12/Cs","","","Institutional Supplies : Foodservice","","11.26","","","","","","","","","","true"
"WNSP7100C","SP7100C","Clear Polycarbonate Slot Cover For Full Size Pans 12/Cs","","","Institutional Supplies : Foodservice","","5.11","","","","","","","","","","true"
"WNSP7100S","SP7100S","Clear Polycarbonate Solid Cover For Full Size Pans 12/Cs","","","Institutional Supplies : Foodservice","","5.96","","","","","","","","","","true"
"WNSP7102","SP7102","Full Size 2.5"" Deep Clear Polycarbonte Food Pan  6/Cs","","","Institutional Supplies : Foodservice","","5.87","","","","","","","","","","true"
"WNSP7104","SP7104","Full Size 4"" Deep Clear Polycarbonate Food Pan 6/Cs","","","Institutional Supplies : Foodservice","","9.92","","","","","","","","","","true"
"WNSP7106","SP7106","Full Size 6"" Deep Clear Polycarbonate Food Pan    6/Cs","","","Institutional Supplies : Foodservice","","8.7","","","","","","","","","","true"
"WNSP71DS","SP71DS","Full Size Polycarbonate Drain Shelf     10/Cs","","","Institutional Supplies : Foodservice","","4.08","","","","","","","","","","true"
"WNSP7200C","SP7200C","Clear Polycarbonate Slot Cover For Half Size Pans 12/Cs","","","Institutional Supplies : Foodservice","","2.55","","","","","","","","","","true"
"WNSP7200S","SP7200S","Clear Polycarbonate Solid Cover For Half Size Pans 12/Cs","","","Institutional Supplies : Foodservice","","2.55","","","","","","","","","","true"
"WNSP7202","SP7202","Half Size 2.5"" Deep Clear Polycarbonate Food Pan  12/Cs","","","Institutional Supplies : Foodservice","","4.42","","","","","","","","","","true"
"WNSP7204","SP7204","Half Size 4"" Deep Clear Polycarbonate Food Pan  6/Cs","","","Institutional Supplies : Foodservice","","5.57","","","","","","","","","","true"
"WNSP7206","SP7206","Half Size 6"" Deep Clear Polycarbonate Food Pan  12/Cs","","","Institutional Supplies : Foodservice","","6.78","","","","","","","","","","true"
"WNSP72DS","SP72DS","Half Size Polycarbonate Drain Shelf    10/Cs","","","Institutional Supplies : Foodservice","","1.61","","","","","","","","","","true"
"WNSP7300C","SP7300C","Clear Polycarbonate Slot Cover For Third Size Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.16","","","","","","","","","","true"
"WNSP7300S","SP7300S","Clear Polycarbonate Solid Cover For Third Size Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.09","","","","","","","","","","true"
"WNSP7302","SP7302","Third Size 2.5"" Deep Clear Polycarbonate Food Pan  12/Cs","","","Institutional Supplies : Foodservice","","3.28","","","","","","","","","","true"
"WNSP7304","SP7304","Third Size 4"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.9","","","","","","","","","","true"
"WNSP7306","SP7306","Third Size 6"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","5.15","","","","","","","","","","true"
"WNSP73DS","SP73DS","Third Size Polycarbonate Drain Shelf      20/Cs","","","Institutional Supplies : Foodservice","","1.28","","","","","","","","","","true"
"WNSP7400S","SP7400S","Clear Polycarbonate Covers For Quarter Size Pans 12/Cs","","","Institutional Supplies : Foodservice","","1.46","","","","","","","","","","true"
"WNSP7404","SP7404","Quarter Size 4"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.01","","","","","","","","","","true"
"WNSP7406","SP7406","Quarter Size 6"" Deep Clear Polycarbonate Food Pan  12/Cs","","","Institutional Supplies : Foodservice","","3.89","","","","","","","","","","true"
"WNSP7600S","SP7600S","Clear Polycarbonate Solid Cover For Sixth Size Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.03","","","","","","","","","","true"
"WNSP7602","SP7602","Sixth Size 2.5"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.36","","","","","","","","","","true"
"WNSP7604","SP7604","Sixth Size 4"" Deep Clear Polycarbonate Food Pan  12/Cs","","","Institutional Supplies : Foodservice","","2.15","","","","","","","","","","true"
"WNSP7606","SP7606","Sixth Size 6"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.26","","","","","","","","","","true"
"WNSP7900S","SP7900S","Clear Polycarbonate Solid Cover For Ninth Size Pan 12/Cs","","","Institutional Supplies : Foodservice","","0.58","","","","","","","","","","true"
"WNSP7902","SP7902","Ninth Size 2.5"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","1","","","","","","","","","","true"
"WNSP7904","SP7904","Ninth Size 4"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.51","","","","","","","","","","true"
"WNSP7906","SP7906","Ninth Size 6"" Deep Clear Polycarbonate Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.06","","","","","","","","","","true"
"WNSPC-3","SPC-3","Stainless Steel Pineapple Corer 6/Cs","","","Institutional Supplies : Foodservice","","6.3","","","","","","","","","","true"
"WNSPCF","SPCF","Stainless Steel Slot Cover For Full Size Steam Pan  12/Cs","","","Institutional Supplies : Foodservice","","7.5","","","","","","","","","","true"
"WNSPCH","SPCH","Stainless Steel Slot Cover For Half Size Steam Pan    12/Cs","","","Institutional Supplies : Foodservice","","4.61","","","","","","","","","","true"
"WNSPCT","SPCT","Stainless Steel Slot Cover For Third Size Steam Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.07","","","","","","","","","","true"
"WNSPFD2","SPFD2","Full Size 2.5"" Deep 2-Comp Stainless Steel Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","17.5","","","","","","","","","","true"
"WNSPFD-2R","SPFD-2R","Round 2-Comp Stainless Steel Food Pan 10/Cs","","","Institutional Supplies : Foodservice","","18.49","","","","","","","","","","true"
"WNSPFP2","SPFP2","Full Size 2.5"" Deep Perforated Stainless Steel Food Pan","","","Institutional Supplies : Foodservice","","11.12","","","","","","","","","","true"
"WNSPFP4","SPFP4","Full Size 4"" Deep Perforated Stainless Steel Food Pan 6/Cs","","","Institutional Supplies : Foodservice","","12.24","","","","","","","","","","true"
"WNSPG-105","SPG-105","Stainless Steel 105g Sponge 72/Cs","","","Institutional Supplies : Cleaning Supplies","","0.99","","","","","","","","","","true"
"WNSPG-50","SPG-50","Stainless Steel 50g Sponge 144/Cs","","","Institutional Supplies : Cleaning Supplies","","0.59","","","","","","","","","","true"
"WNSPJH-2HL","SPJH-2HL","Stainless Steel 2.5"" Deep Half Long Anti Jam Steam Pan 6/Cs","","","Institutional Supplies : Foodservice","","12.27","","","","","","","","","","true"
"WNSPJH-4HL","SPJH-4HL","Stainless Steel 4"" Deep Half Long Anti Jam Steam Pan 6/Cs","","","Institutional Supplies : Foodservice","","15.17","","","","","","","","","","true"
"WNSPJL-104","SPJL-104","Stainless Steel 4"" Deep Full Size Chafing Pan    6/Cs","","","Institutional Supplies : Foodservice","","11.5","","","","","","","","","","true"
"WNSPJL-106","SPJL-106","Stainless Steel 6"" Deep Full Size Chafing Pan    6/Cs","","","Institutional Supplies : Foodservice","","17.6","","","","","","","","","","true"
"WNSPJL-202","SPJL-202","Stainless Steel 2.5"" Deep Half Size Chafing Pan     12/Cs","","","Institutional Supplies : Foodservice","","6.29","","","","","","","","","","true"
"WNSPJL-206","SPJL-206","Stainless Steel 6"" Deep Half Size Chafing Pan     6/Cs","","","Institutional Supplies : Foodservice","","11.28","","","","","","","","","","true"
"WNSPJL-302","SPJL-302","Stainless Steel 2.5"" Deep Third Size Chafing Pan    6/Cs","","","Institutional Supplies : Foodservice","","5.17","","","","","","","","","","true"
"WNSPJL-304","SPJL-304","Stainless Steel 4"" Deep Third Size Chafing Pan     6/Cs","","","Institutional Supplies : Foodservice","","6.28","","","","","","","","","","true"
"WNSPJL-306","SPJL-306","Stainless Steel 6"" Deep Third Size Chafing Pan     6/Cs","","","Institutional Supplies : Foodservice","","9.76","","","","","","","","","","true"
"WNSPJL-402","SPJL-402","Stainless Steel 2.5"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.92","","","","","","","","","","true"
"WNSPJL-404","SPJL-404","Stainless Steel 4"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","5.45","","","","","","","","","","true"
"WNSPJL-406","SPJL-406","Stainless Steel 6"" Deep Quarter Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","8.47","","","","","","","","","","true"
"WNSPJL-602","SPJL-602","Stainless Steel 2.5"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.06","","","","","","","","","","true"
"WNSPJL-604","SPJL-604","Stainless Steel 4"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.54","","","","","","","","","","true"
"WNSPJL-606","SPJL-606","Stainless Steel 6"" Deep Sixth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","6.5","","","","","","","","","","true"
"WNSPJL-902","SPJL-902","Stainless Steel 2.5"" Deep Ninth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.55","","","","","","","","","","true"
"WNSPJL-904","SPJL-904","Stainless Steel 4"" Deep Ninth Size Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.27","","","","","","","","","","true"
"WNSPJM-106","SPJM-106","Stainless Steel 6"" Deep Full Size Anti Jam Chafing Pan 6/Cs","","","Institutional Supplies : Foodservice","","19.22","","","","","","","","","","true"
"WNSPJM-206","SPJM-206","Stainless Steel 6"" Deep Half Size Anti Jam Chafing Pan 6/Cs","","","Institutional Supplies : Foodservice","","9.13","","","","","","","","","","true"
"WNSPJM-302","SPJM-302","Stainless Steel 2.5 Deep Third Size Anti Jam Chaf Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.03","","","","","","","","","","true"
"WNSPJM-304","SPJM-304","Stainless Steel 4"" Deep Third Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.02","","","","","","","","","","true"
"WNSPJM-306","SPJM-306","Stainless Steel 6"" Deep Third Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","6.26","","","","","","","","","","true"
"WNSPJM-406","SPJM-406","Stainless Steel 6""Deep Quarter Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","9.38","","","","","","","","","","true"
"WNSPJM-602","SPJM-602","Stainless Steel 2.5 Deep Sixth Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.6","","","","","","","","","","true"
"WNSPJM-604","SPJM-604","Stainless Steel 4"" Deep Sizth Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.94","","","","","","","","","","true"
"WNSPJM-606","SPJM-606","Stainless Steel 6"" Deep Sixth Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","4.15","","","","","","","","","","true"
"WNSPJM-904","SPJM-904","Stainless Steel 4"" Deep Ninth Size Antijam Chafing Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.5","","","","","","","","","","true"
"WNSPM-31R","SPM-31R","Stainless Steel Round Pastry Mold ( 3 X 1.75 )  12/Cs","","","Institutional Supplies : Foodservice","","3.95","","","","","","","","","","true"
"WNSPN2","SPN2","Stainless Steel 2.5"" Deep Ninth Size Chafing Pan   12/Cs","","","Institutional Supplies : Foodservice","","1.78","","","","","","","","","","true"
"WNSPS2","SPS2","Stainless Steel 2.5"" Deep Sixth Size Chafing Pan  12/Cs","","","Institutional Supplies : Foodservice","","1.93","","","","","","","","","","true"
"WNSPSCF","SPSCF","Stainless Steel Solid Cover For Full Steam Pan   12/Cs","","","Institutional Supplies : Foodservice","","7.28","","","","","","","","","","true"
"WNSPSCH","SPSCH","Stainless Steel Solid Cover For Half Steam Pan   12/Cs","","","Institutional Supplies : Foodservice","","5.64","","","","","","","","","","true"
"WNSPSCN","SPSCN","Stainless Steel Solid Cover For Ninth Steam Pan   12/Cs","","","Institutional Supplies : Foodservice","","1.59","","","","","","","","","","true"
"WNSPSCQ","SPSCQ","Stainless Steel Solid Cover For Quarter Steam Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.65","","","","","","","","","","true"
"WNSPSCS","SPSCS","Stainless Steel Solid Cover For Sixth Steam Pan   12/Cs","","","Institutional Supplies : Foodservice","","2.36","","","","","","","","","","true"
"WNSPSCT","SPSCT","Stainless Steel Solid Cover For Third Size Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.88","","","","","","","","","","true"
"WNSQG-1","SQG-1","4-Sided Tapered Grater 12/Cs","","","Institutional Supplies : Foodservice","","4.47","","","","","","","","","","true"
"WNSS-1211","SS-1211","Combination Sharpening Stone ( 12 X 2.5 X 1.5 ) 12/Cs","","","Institutional Supplies : Foodservice","","4.2","","","","","","","","","","true"
"WNSS-821","SS-821","Combination Sharpening Stone ( 8 X 2 X 1 ) 24/Cs","","","Institutional Supplies : Foodservice","","4.26","","","","","","","","","","true"
"WNSSC-2","SSC-2","2Qt Stainless Steel Utility Scoop    6/Cs","","","Institutional Supplies : Foodservice","","12.15","","","","","","","","","","true"
